,Venue,Latitude,Longitude,Group,Category
240,Platform 4,51.40869423487646,-0.23092219275512013,Transport,Trains_Platforms
241,Platform 2,51.40924158517847,-0.22979448388763743,Transport,Trains_Platforms
246,Platform 4,51.46108,-0.21638754,Transport,Trains_Platforms
247,Platform 3,51.44222922122791,-0.18765166626352453,Transport,Trains_Platforms
248,Platform 1,51.468066333585334,-0.2088782150154011,Transport,Trains_Platforms
249,Platform 4,51.46067,-0.1880044,Transport,Trains_Platforms
250,Platform 3,51.461098570166854,-0.21617243153666854,Transport,Trains_Platforms
251,Platform 1,51.4725299632123,-0.2533049628936551,Transport,Trains_Platforms
252,Platform 2,51.471776,-0.252579,Transport,Trains_Platforms
253,Platform 2,51.46103911470703,-0.18803715963328718,Transport,Trains_Platforms
254,Platform 3,51.46107,-0.187855,Transport,Trains_Platforms
255,Platform 4,51.46679,-0.24147324,Transport,Trains_Platforms
256,Platform 1,51.475201,-0.201432,Transport,Trains_Platforms
259,Platform 1,51.467101090993566,-0.24185188294016519,Transport,Trains_Platforms
260,Platform 2,51.466819,-0.240757,Transport,Trains_Platforms
261,Platform 3,51.466881292441286,-0.2415007714129503,Transport,Trains_Platforms
262,Platform 1,51.461174,-0.21624438,Transport,Trains_Platforms
263,Platform 2,51.46093876259365,-0.21528780553520915,Transport,Trains_Platforms
264,Platform 3,51.468003,-0.208688,Transport,Trains_Platforms
265,Platform 1,51.49452356001081,-0.26803259660362283,Transport,Trains_Platforms
266,Platform 2,51.49447387180744,-0.2677598775844722,Transport,Trains_Platforms
273,Platform 2,51.49163457900184,-0.27531565966848637,Transport,Trains_Platforms
274,Platform 1,51.49145912987842,-0.2753487386274713,Transport,Trains_Platforms
278,Platform 3,51.495155,-0.25467607,Transport,Trains_Platforms
282,Platform 2,51.49956362675473,-0.2699431919408349,Transport,Trains_Platforms
284,Platform 1,51.494838,-0.245589,Transport,Trains_Platforms
286,Platform 3,51.495049,-0.245623,Transport,Trains_Platforms
288,Platform 2,51.4950016513467,-0.256971465423703,Transport,Trains_Platforms
289,Platform 1,51.499718,-0.27004012,Transport,Trains_Platforms
291,Platform 4,51.49520362189725,-0.2547265463403884,Transport,Trains_Platforms
293,Platform 1,51.49377781858888,-0.22500727642931112,Transport,Trains_Platforms
294,Platform 2,51.49380207543632,-0.22499111658322846,Transport,Trains_Platforms
295,Platform 1,51.49520966934581,-0.2547595288288141,Transport,Trains_Platforms
296,Platform 1 (W'bound District),51.49207688065804,-0.2232263336887598,Transport,Trains_Platforms
297,Platform 3,51.49387229867946,-0.22489748393957157,Transport,Trains_Platforms
298,Platform 4 (E'bound District),51.49215826647281,-0.22332299206938377,Transport,Trains_Platforms
300,Platform 5,51.53200886845503,-0.24322589883070406,Transport,Trains_Platforms
301,Platform 4,51.532065438898265,-0.24346287803500696,Transport,Trains_Platforms
302,Platform 2,51.52093025755788,-0.20116278617416947,Transport,Trains_Platforms
305,Platform 1,51.505828233327634,-0.218169702389828,Transport,Trains_Platforms
307,Platform 1,51.52198038185947,-0.20128355588141067,Transport,Trains_Platforms
308,Platform 1,51.532522673367026,-0.2442061278143933,Transport,Trains_Platforms
309,Platform 1,51.534457528213714,-0.20286800235087304,Transport,Trains_Platforms
